c Esto es un archivo con instancias para grafos. 
p did 100 9077
e 31 64 37 75
e 9 48 63 79
e 41 70 34 61
e 22 98 37 78
e 50 51 13 74
e 59 43 8 13
e 55 36 62 52
e 37 1 94 57
e 76 16 69 93
e 62 92 23 11
e 55 3 63 65
e 99 58 13 0
e 31 98 54 8
e 58 56 69 98
e 33 26 84 5
e 73 41 8 39
e 43 85 63 71
e 31 92 97 36
e 43 18 51 40
e 27 23 75 57
e 37 96 58 91
e 28 4 0 95
e 60 11 16 41
e 4 7 82 91
e 80 46 18 9
e 38 95 38 9
e 9 59 46 30
e 14 54 20 40
e 46 43 42 23
e 90 19 62 10
e 15 38 20 19
e 36 30 95 51
e 74 27 27 41
e 70 27 2 87
e 3 69 80 79
e 62 38 85 23
e 81 65 83 68
e 47 39 10 51
e 23 38 4 17
e 36 62 99 88
e 87 46 100 71
e 10 49 60 76
e 32 63 27 73
e 92 88 23 5
e 21 48 25 4
e 9 57 58 59
e 23 62 68 23
e 84 6 52 32
e 6 66 17 45
e 18 71 69 28
e 21 99 59 22
e 45 55 27 39
e 45 81 9 14
e 59 18 94 86
e 10 84 78 98
e 62 74 99 46
e 94 99 25 61
e 6 22 87 37
e 16 42 84 3
e 22 21 91 54
e 58 91 93 45
e 29 95 66 18
e 13 84 64 8
e 48 56 78 14
e 100 88 12 28
e 82 63 32 74
e 64 38 58 19
e 19 56 82 28
e 44 55 59 20
e 63 94 87 58
e 94 88 85 73
e 24 9 87 99
e 33 71 94 26
e 93 44 32 83
e 99 52 5 45
e 30 6 78 82
e 60 19 58 72
e 94 65 62 96
e 100 84 14 66
e 4 52 5 46
e 56 28 92 63
e 12 57 80 7
e 100 7 77 38
e 28 89 45 33
e 9 92 16 58
e 25 32 69 60
e 21 87 10 34
e 78 10 51 21
e 70 22 80 55
e 26 66 70 86
e 17 15 77 85
e 62 81 59 54
e 13 92 100 73
e 72 48 40 18
e 71 83 6 75
e 56 53 88 68
e 80 10 83 99
e 42 10 17 49
e 44 63 62 10
e 45 65 5 59
e 78 32 77 90
e 68 58 2 38
e 88 23 84 7
e 58 90 76 94
e 2 47 93 7
e 59 19 70 3
e 71 8 20 11
e 26 24 73 92
e 96 31 81 12
e 24 72 2 44
e 26 63 78 99
e 13 53 38 70
e 79 40 95 67
e 47 50 51 36
e 76 25 22 88
e 90 18 3 56
e 89 47 7 3
e 75 67 38 99
e 85 95 18 56
e 99 8 14 47
e 22 48 4 9
e 17 98 77 15
e 73 64 13 88
e 2 98 34 2
e 72 84 9 37
e 97 79 49 17
e 82 3 69 45
e 10 60 2 7
e 62 45 62 73
e 30 54 37 58
e 67 26 92 23
e 25 53 54 33
e 44 89 10 6
e 31 54 35 37
e 90 24 69 78
e 1 65 58 33
e 35 21 42 74
e 33 87 100 90
e 77 60 74 90
e 93 3 45 37
e 83 8 54 82
e 5 35 63 98
e 10 79 28 49
e 28 10 37 93
e 55 64 34 84
e 92 24 58 79
e 79 51 47 66
e 99 89 50 38
e 85 22 75 29
e 28 67 67 3
e 43 57 60 63
e 13 16 57 23
e 33 3 94 38
e 71 59 92 30
e 95 64 15 60
e 33 29 17 59
e 25 80 52 59
e 65 34 9 79
e 22 16 80 7
e 10 60 72 47
e 98 95 51 58
e 12 97 80 44
e 9 13 86 61
e 77 98 33 36
e 49 51 41 73
e 62 5 53 90
e 92 25 99 6
e 82 55 70 9
e 72 85 15 80
e 51 17 86 15
e 81 84 3 84
e 69 84 88 57
e 86 67 83 32
e 36 11 82 64
e 46 12 68 38
e 36 96 97 26
e 22 48 2 19
e 46 38 23 58
e 16 19 3 63
e 24 85 57 72
e 81 27 0 5
e 87 42 44 99
e 71 72 45 29
e 23 12 29 86
e 78 41 1 9
e 45 88 30 56
e 99 73 38 86
e 42 90 8 24
e 98 22 27 25
e 28 52 62 99
e 55 61 22 59
e 16 17 87 25
e 87 58 78 72
e 79 56 91 18
e 80 31 69 20
e 52 89 83 77
e 86 35 95 95
e 82 16 11 52
e 99 26 15 68
e 33 16 47 81
e 39 98 50 19
e 16 86 81 17
e 6 42 60 65
e 79 3 85 16
e 4 65 94 53
e 29 10 86 31
e 31 19 82 80
e 58 32 99 44
e 86 19 67 90
e 38 43 96 13
e 66 52 55 56
e 18 67 31 20
e 14 85 52 7
e 87 90 28 23
e 59 32 32 78
e 17 41 100 69
e 82 87 12 9
e 73 65 53 41
e 85 66 80 39
e 29 61 63 14
e 68 66 11 76
e 10 41 10 55
e 38 31 33 61
e 16 81 100 8
e 30 36 8 83
e 35 100 25 5
e 25 85 37 69
e 28 91 15 3
e 80 43 88 76
e 41 2 82 47
e 73 63 19 3
e 100 39 52 88
e 76 42 31 93
e 100 86 43 22
e 80 6 2 10
e 54 60 87 58
e 100 78 75 74
e 100 37 25 92
e 68 99 57 34
e 65 58 69 20
e 21 61 91 9
e 55 63 27 33
e 58 13 82 53
e 2 55 72 85
e 29 65 56 14
e 13 70 31 74
e 11 56 61 23
e 93 46 17 70
e 70 41 17 92
e 12 91 98 51
e 23 94 0 60
e 53 15 95 30
e 40 24 21 80
e 85 54 79 54
e 35 33 28 60
e 79 13 75 33
e 70 17 49 45
e 27 65 20 70
e 56 88 65 52
e 67 6 11 58
e 65 88 36 21
e 36 48 77 97
e 17 99 45 52
e 93 32 59 3
e 11 84 32 87
e 56 74 66 16
e 19 57 1 4
e 65 15 31 83
e 78 7 44 89
e 61 23 40 88
e 67 47 27 49
e 13 17 61 23
e 12 97 34 30
e 5 33 87 30
e 37 81 77 18
e 27 32 28 9
e 9 71 32 37
e 39 30 83 62
e 65 63 19 8
e 49 95 3 2
e 11 31 64 18
e 3 37 47 2
e 89 71 76 52
e 98 25 89 46
e 63 83 30 74
e 62 74 64 6
e 44 26 81 59
e 14 29 40 45
e 1 66 59 88
e 57 82 63 100
e 35 18 61 34
e 54 70 100 97
e 45 56 34 46
e 42 67 23 10
e 30 20 15 100
e 71 44 44 18
e 62 41 70 64
e 92 7 77 53
e 6 24 26 82
e 25 8 54 56
e 16 11 68 23
e 41 5 39 90
e 100 12 81 83
e 33 66 10 62
e 56 3 90 13
e 73 50 64 87
e 99 64 6 6
e 7 54 7 54
e 71 90 75 28
e 19 90 60 16
e 3 6 16 52
e 29 7 61 4
e 57 40 10 76
e 34 19 60 35
e 36 64 9 49
e 70 83 86 12
e 52 78 23 0
e 96 75 93 21
e 38 79 30 62
e 92 86 2 93
e 75 81 27 91
e 46 48 78 98
e 36 93 33 85
e 78 3 87 46
e 68 22 98 51
e 60 79 60 14
e 93 22 35 52
e 73 4 32 33
e 65 42 22 70
e 86 31 24 98
e 28 53 44 58
e 71 35 92 78
e 17 34 15 48
e 62 67 51 54
e 32 69 22 34
e 57 94 75 63
e 76 27 40 16
e 51 11 95 78
e 77 60 8 67
e 19 73 3 32
e 53 51 51 17
e 69 86 72 97
e 86 97 40 1
e 81 24 37 65
e 91 18 23 79
e 47 16 71 45
e 25 19 62 29
e 79 68 18 46
e 52 87 93 32
e 73 86 35 59
e 55 8 17 46
e 10 27 79 6
e 26 86 23 98
e 24 4 84 25
e 8 31 6 50
e 53 29 98 12
e 56 82 21 41
e 35 48 9 94
e 23 25 63 43
e 16 23 55 96
e 80 63 56 38
e 3 74 97 10
e 30 14 17 42
e 46 36 95 55
e 86 9 9 39
e 81 25 39 97
e 82 59 79 52
e 17 88 92 35
e 81 58 71 58
e 20 72 59 53
e 28 9 83 50
e 43 79 19 89
e 29 72 93 54
e 72 7 91 13
e 94 34 96 13
e 67 86 86 20
e 14 48 68 12
e 2 53 57 20
e 93 27 8 95
e 52 76 95 95
e 67 46 3 25
e 86 98 85 15
e 45 39 100 60
e 74 63 74 34
e 29 60 97 16
e 5 15 78 100
e 18 94 76 64
e 57 45 72 65
e 99 8 91 26
e 33 85 15 61
e 97 40 19 44
e 25 55 17 37
e 12 94 73 13
e 73 16 76 13
e 67 39 27 1
e 57 68 52 7
e 44 77 60 37
e 54 35 97 23
e 1 50 54 35
e 53 58 65 93
e 99 94 83 30
e 56 92 60 17
e 34 41 73 30
e 43 60 80 48
e 14 47 71 37
e 70 60 90 27
e 8 6 58 11
e 48 58 54 0
e 65 56 16 75
e 70 5 59 3
e 44 26 9 44
e 2 67 94 87
e 56 31 6 77
e 98 58 15 21
e 81 24 100 15
e 44 4 32 0
e 62 10 22 19
e 72 93 12 41
e 33 57 94 44
e 62 43 21 34
e 26 97 95 41
e 24 31 3 29
e 64 20 7 6
e 59 45 7 44
e 81 6 3 17
e 25 9 92 20
e 2 97 26 26
e 3 97 5 91
e 52 77 96 38
e 26 94 15 3
e 87 85 47 76
e 27 92 88 62
e 97 9 10 2
e 80 54 1 79
e 43 38 4 83
e 48 81 46 81
e 33 40 4 78
e 64 98 66 83
e 83 54 98 72
e 68 73 21 58
e 37 21 46 95
e 71 25 86 36
e 46 57 77 46
e 33 4 34 100
e 78 93 21 46
e 86 11 86 25
e 78 19 6 88
e 14 25 56 41
e 50 19 29 80
e 98 25 47 43
e 64 81 0 87
e 46 84 90 40
e 62 31 75 5
e 66 76 81 90
e 74 81 12 40
e 86 66 74 77
e 51 100 6 94
e 2 82 63 1
e 72 81 93 79
e 26 95 85 96
e 44 99 92 46
e 89 79 85 54
e 90 81 52 8
e 92 95 36 20
e 85 43 86 87
e 17 52 34 49
e 90 75 50 24
e 24 76 26 31
e 26 50 88 41
e 57 90 100 22
e 27 29 28 55
e 66 20 15 61
e 22 90 35 55
e 31 83 15 3
e 72 63 52 90
e 41 14 90 48
e 34 30 82 73
e 48 37 33 27
e 45 91 24 66
e 91 19 37 77
e 18 81 45 41
e 29 91 31 76
e 43 99 69 51
e 78 75 46 23
e 31 63 77 51
e 31 32 69 40
e 58 67 7 26
e 59 8 56 68
e 8 16 65 76
e 52 28 92 23
e 75 100 83 26
e 8 56 89 60
e 11 17 96 79
e 56 53 23 28
e 64 93 77 84
e 26 20 5 81
e 58 82 8 18
e 65 87 97 9
e 63 100 91 2
e 2 23 45 88
e 75 64 16 6
e 42 98 85 36
e 99 37 89 94
e 15 40 56 73
e 46 12 19 32
e 24 42 31 64
e 49 80 55 33
e 63 40 100 7
e 88 38 86 1
e 7 76 67 83
e 79 58 70 89
e 14 28 54 98
e 12 82 37 46
e 91 75 69 95
e 84 16 31 23
e 87 59 96 35
e 30 65 20 78
e 66 59 59 63
e 24 36 64 32
e 29 20 42 43
e 81 29 51 6
e 9 98 30 85
e 37 67 38 91
e 89 53 7 60
e 66 61 17 93
e 72 70 49 50
e 11 23 33 6
e 60 25 62 58
e 33 78 25 39
e 95 60 30 3
e 41 47 14 34
e 62 12 44 55
e 10 76 86 22
e 65 72 78 76
e 66 36 82 82
e 19 85 92 8
e 11 15 96 60
e 42 90 28 39
e 78 70 1 32
e 48 51 79 71
e 49 35 36 64
e 11 71 2 61
e 51 12 30 57
e 89 65 52 0
e 70 82 96 83
e 61 80 26 7
e 93 13 49 69
e 99 46 50 68
e 86 60 70 23
e 59 61 32 15
e 37 91 50 97
e 95 69 31 39
e 17 64 63 19
e 52 34 83 26
e 3 43 70 41
e 10 14 72 78
e 9 19 88 21
e 96 92 49 37
e 62 84 50 77
e 31 85 45 17
e 50 5 15 12
e 95 86 21 58
e 60 99 49 32
e 77 15 68 6
e 45 47 62 14
e 58 97 41 62
e 31 14 53 84
e 49 16 51 43
e 19 55 11 91
e 73 61 31 56
e 23 35 56 30
e 35 19 96 16
e 52 89 38 43
e 3 82 48 56
e 28 62 94 2
e 8 62 62 18
e 100 22 84 4
e 16 11 11 44
e 43 14 45 96
e 27 65 5 36
e 54 1 17 53
e 16 51 42 94
e 68 77 10 43
e 81 100 1 17
e 13 47 53 30
e 60 65 30 60
e 59 94 65 58
e 44 89 71 37
e 83 94 84 33
e 53 36 90 43
e 25 2 36 21
e 53 88 87 2
e 63 16 10 49
e 80 24 28 64
e 43 41 36 22
e 77 28 4 50
e 16 46 4 54
e 36 60 5 13
e 43 56 33 15
e 65 68 55 38
e 59 52 54 95
e 60 74 28 70
e 81 58 42 87
e 88 1 65 67
e 91 50 63 36
e 3 70 34 24
e 45 61 90 83
e 85 51 72 28
e 17 79 100 62
e 23 84 38 16
e 39 23 6 13
e 30 60 20 10
e 90 99 0 79
e 40 10 31 40
e 58 76 80 53
e 58 8 24 96
e 47 59 51 90
e 14 16 24 9
e 35 94 87 48
e 87 35 82 51
e 68 93 16 5
e 84 55 94 2
e 29 70 81 17
e 89 22 99 29
e 1 93 15 62
e 63 48 55 86
e 94 24 30 11
e 51 94 72 55
e 51 19 16 71
e 26 98 51 95
e 58 4 78 93
e 92 13 78 100
e 40 31 52 95
e 51 9 38 62
e 52 78 7 68
e 49 4 52 1
e 38 91 2 80
e 5 23 27 99
e 14 2 94 19
e 54 47 100 67
e 7 26 62 37
e 27 83 82 79
e 44 3 50 70
e 24 7 96 9
e 92 39 15 47
e 9 91 24 16
e 49 19 3 49
e 42 67 62 46
e 84 34 85 63
e 70 50 68 73
e 72 51 51 48
e 5 99 33 7
e 46 17 7 17
e 32 53 51 21
e 88 30 17 24
e 29 73 73 40
e 94 65 88 59
e 41 45 97 82
e 68 62 89 7
e 44 8 12 73
e 82 61 79 49
e 61 18 15 16
e 17 31 71 80
e 6 92 95 53
e 68 37 35 82
e 26 10 12 19
e 90 43 84 36
e 33 60 23 28
e 72 50 63 26
e 58 40 10 17
e 86 18 37 97
e 85 47 52 93
e 91 85 10 54
e 74 75 96 87
e 97 19 57 34
e 13 60 29 78
e 1 50 81 45
e 28 8 46 3
e 41 53 7 83
e 70 2 34 47
e 56 61 26 74
e 31 11 28 57
e 37 14 21 73
e 56 40 42 57
e 46 87 85 8
e 86 24 98 49
e 93 74 74 61
e 93 7 87 28
e 89 74 52 22
e 55 33 40 100
e 20 96 83 34
e 77 90 0 75
e 59 30 8 36
e 24 64 20 42
e 75 1 68 72
e 30 28 27 6
e 22 34 63 88
e 49 31 95 8
e 35 92 90 18
e 54 78 56 15
e 2 7 41 70
e 31 61 65 59
e 65 45 50 32
e 44 79 64 68
e 22 31 22 20
e 63 26 85 14
e 79 77 58 73
e 79 31 16 19
e 62 78 61 34
e 6 73 8 13
e 42 100 24 56
e 9 96 33 62
e 27 61 54 85
e 57 34 69 74
e 98 76 95 46
e 54 9 54 34
e 74 79 50 53
e 83 89 35 66
e 1 91 67 58
e 87 69 70 80
e 18 47 45 39
e 74 46 62 78
e 9 6 43 26
e 43 99 42 90
e 3 40 80 55
e 41 84 2 85
e 50 13 15 39
e 27 10 86 67
e 28 61 52 84
e 31 57 93 87
e 77 96 86 31
e 89 7 39 89
e 95 83 61 10
e 33 68 93 88
e 23 51 17 48
e 44 94 11 37
e 29 43 19 11
e 43 19 88 67
e 98 49 43 99
e 43 27 70 68
e 31 13 56 17
e 47 97 79 80
e 3 59 11 20
e 92 99 43 66
e 84 38 84 1
e 59 98 11 38
e 65 66 35 68
e 84 11 93 57
e 35 2 23 99
e 84 69 87 18
e 95 22 56 62
e 19 12 11 42
e 2 96 25 41
e 42 15 82 43
e 60 78 53 5
e 50 67 52 1
e 75 3 86 21
e 56 28 15 76
e 19 76 69 92
e 21 12 25 15
e 32 66 12 82
e 74 33 41 77
e 67 66 7 72
e 80 44 11 54
e 25 8 71 86
e 65 37 86 4
e 20 70 0 6
e 3 57 31 35
e 25 44 94 49
e 93 60 21 50
e 32 59 41 45
e 26 45 94 29
e 68 22 98 48
e 19 13 37 4
e 55 66 26 81
e 69 92 84 68
e 77 35 72 75
e 83 64 39 41
e 97 82 41 55
e 15 72 86 16
e 67 30 96 17
e 63 88 47 54
e 53 21 89 79
e 95 14 48 62
e 15 29 47 97
e 32 41 82 42
e 87 63 13 83
e 10 52 22 17
e 88 80 44 79
e 12 5 34 54
e 35 22 34 13
e 92 51 74 88
e 83 29 87 45
e 71 57 12 64
e 64 53 43 25
e 94 61 39 13
e 77 70 95 52
e 49 99 94 6
e 65 15 62 7
e 93 10 82 88
e 80 21 34 84
e 3 98 2 67
e 39 20 16 4
e 89 13 69 49
e 77 72 68 10
e 83 71 28 44
e 14 64 52 12
e 67 11 11 48
e 90 64 70 89
e 92 39 49 40
e 18 15 63 13
e 35 55 16 12
e 77 23 85 18
e 1 16 75 37
e 42 73 25 95
e 5 60 72 16
e 77 43 82 69
e 48 63 87 64
e 3 13 47 82
e 11 83 93 12
e 39 47 91 27
e 5 8 100 38
e 100 10 37 53
e 19 92 82 3
e 13 21 30 10
e 65 32 76 45
e 73 10 35 19
e 4 99 43 58
e 58 65 14 47
e 35 61 87 86
e 54 41 94 38
e 67 22 84 79
e 25 17 83 94
e 59 29 23 55
e 77 76 62 20
e 72 42 9 60
e 72 29 59 96
e 69 40 60 62
e 27 70 24 93
e 90 55 38 15
e 38 37 37 96
e 87 96 81 68
e 24 3 41 78
e 84 49 10 52
e 46 68 51 100
e 91 13 5 17
e 63 38 36 28
e 100 48 31 8
e 14 41 93 79
e 73 28 25 88
e 73 87 60 3
e 22 36 82 92
e 89 4 30 26
e 14 27 87 65
e 56 89 26 91
e 86 76 41 34
e 68 98 45 24
e 10 26 53 56
e 30 100 35 68
e 81 15 0 64
e 2 26 48 13
e 97 41 31 8
e 87 61 23 65
e 53 7 49 60
e 31 53 99 36
e 58 44 24 7
e 62 93 49 37
e 97 17 29 13
e 89 15 36 85
e 27 46 44 61
e 66 23 66 14
e 61 24 26 3
e 20 65 77 98
e 85 33 15 69
e 62 15 94 27
e 80 51 50 94
e 43 55 83 22
e 49 78 1 83
e 38 50 56 74
e 34 59 25 94
e 11 47 93 75
e 22 94 74 3
e 75 41 5 63
e 34 45 41 66
e 50 27 78 78
e 96 20 83 50
e 10 60 87 77
e 45 60 28 28
e 68 53 45 23
e 50 23 6 51
e 24 26 29 7
e 44 29 81 86
e 32 24 77 47
e 20 69 77 79
e 88 2 86 56
e 30 87 19 75
e 31 75 18 69
e 52 100 11 77
e 49 87 92 33
e 5 21 10 24
e 1 35 78 88
e 40 30 24 31
e 56 67 44 8
e 52 44 34 28
e 15 94 9 5
e 70 72 40 3
e 5 81 39 55
e 59 5 38 9
e 68 90 79 96
e 25 66 53 99
e 26 92 55 77
e 38 5 33 46
e 55 40 54 1
e 93 92 3 80
e 2 98 32 84
e 78 29 13 99
e 18 72 51 98
e 74 71 93 39
e 1 21 25 83
e 52 72 81 14
e 18 17 58 39
e 6 92 72 78
e 61 80 16 79
e 54 62 91 66
e 78 82 66 91
e 19 53 3 84
e 87 99 93 56
e 24 49 79 15
e 39 70 58 59
e 40 66 51 21
e 75 84 78 27
e 54 6 87 63
e 75 43 53 45
e 3 83 16 80
e 41 58 23 61
e 70 15 12 15
e 42 30 40 61
e 58 89 20 2
e 54 31 10 8
e 39 74 37 20
e 1 29 22 43
e 44 66 57 59
e 98 71 28 100
e 89 66 23 8
e 29 58 97 66
e 38 50 69 25
e 20 37 61 29
e 52 80 36 42
e 46 79 23 61
e 42 19 28 89
e 26 89 76 56
e 41 90 25 20
e 98 72 52 71
e 68 63 30 46
e 47 77 22 89
e 48 11 34 18
e 45 54 26 72
e 83 68 69 36
e 28 48 2 88
e 44 18 7 43
e 58 43 33 25
e 77 69 41 97
e 34 46 27 67
e 66 78 8 54
e 64 85 37 76
e 39 80 63 53
e 89 65 17 14
e 97 43 83 43
e 50 10 19 97
e 24 1 76 29
e 87 55 30 19
e 44 20 85 67
e 49 4 67 56
e 16 12 38 46
e 47 33 72 41
e 69 89 1 41
e 35 33 39 88
e 25 21 57 66
e 25 81 70 65
e 77 15 85 87
e 88 17 71 20
e 67 20 28 27
e 86 52 46 43
e 31 34 77 26
e 6 2 13 92
e 20 8 40 44
e 82 64 34 42
e 45 61 62 62
e 47 64 93 76
e 91 52 42 65
e 21 71 0 53
e 52 30 42 83
e 29 90 74 70
e 86 99 20 31
e 37 61 31 81
e 54 64 44 80
e 51 67 44 15
e 49 27 68 77
e 92 2 56 54
e 15 85 23 21
e 62 26 15 11
e 75 74 80 7
e 51 86 76 98
e 88 36 7 24
e 43 48 66 66
e 47 24 46 6
e 52 89 97 12
e 4 97 80 32
e 54 39 0 29
e 98 80 79 20
e 35 31 8 71
e 96 82 50 69
e 78 83 23 30
e 32 52 64 8
e 100 41 15 71
e 58 80 68 23
e 24 32 21 66
e 92 67 52 28
e 74 62 84 98
e 66 69 63 49
e 87 15 49 4
e 41 49 48 80
e 72 63 2 46
e 29 55 77 78
e 2 78 84 35
e 69 34 98 25
e 86 57 64 18
e 30 77 76 63
e 68 16 42 99
e 71 89 60 54
e 96 3 18 7
e 10 56 3 77
e 8 94 80 71
e 8 27 92 48
e 56 76 33 24
e 41 91 23 41
e 77 69 79 13
e 58 32 83 46
e 48 95 27 2
e 14 23 17 3
e 60 83 56 38
e 33 50 82 3
e 1 31 64 77
e 21 65 94 96
e 54 63 82 27
e 19 70 98 1
e 23 96 28 86
e 7 41 27 54
e 50 53 61 67
e 89 33 20 22
e 12 38 63 37
e 12 76 69 91
e 77 15 98 47
e 75 6 67 30
e 65 66 59 29
e 18 9 8 8
e 84 46 1 39
e 42 28 40 76
e 76 3 20 49
e 86 8 26 31
e 79 24 70 3
e 82 48 53 58
e 94 71 69 2
e 45 30 46 100
e 15 25 98 35
e 30 7 52 38
e 5 6 17 57
e 42 26 23 53
e 22 99 74 87
e 12 60 19 8
e 41 34 7 95
e 58 9 77 94
e 84 91 37 100
e 68 94 65 36
e 83 46 94 31
e 27 13 19 39
e 24 44 0 20
e 57 84 7 48
e 44 87 31 78
e 12 85 76 99
e 89 39 25 57
e 17 28 79 60
e 92 19 19 87
e 83 33 98 49
e 51 97 78 89
e 29 20 46 98
e 87 77 72 8
e 33 53 59 70
e 16 72 78 89
e 73 20 59 14
e 54 61 63 96
e 88 4 25 98
e 61 29 96 12
e 21 93 77 43
e 4 72 40 18
e 37 19 54 35
e 36 5 12 88
e 47 32 29 79
e 62 72 75 70
e 82 26 50 27
e 33 28 8 60
e 78 53 54 18
e 23 67 71 75
e 80 12 99 68
e 59 14 81 25
e 66 2 10 63
e 49 16 96 100
e 65 85 40 42
e 71 98 54 60
e 11 13 50 38
e 99 10 51 4
e 34 39 100 75
e 8 7 11 25
e 21 18 96 14
e 40 89 45 85
e 41 59 70 50
e 17 55 42 25
e 52 82 70 22
e 35 78 26 20
e 36 92 45 76
e 71 16 92 23
e 65 77 65 37
e 6 12 58 75
e 87 37 38 0
e 43 81 21 62
e 84 4 38 24
e 41 36 45 80
e 6 86 79 52
e 35 12 7 20
e 72 25 39 66
e 92 8 57 82
e 1 26 95 42
e 11 84 88 31
e 27 41 28 59
e 98 34 33 93
e 30 18 31 35
e 22 16 96 75
e 81 17 62 23
e 42 70 100 14
e 51 2 56 68
e 87 14 87 78
e 81 78 64 17
e 18 72 55 64
e 98 90 97 76
e 64 100 15 95
e 19 51 86 51
e 89 37 97 72
e 14 85 73 69
e 68 61 67 23
e 96 84 5 74
e 56 49 17 33
e 32 95 93 56
e 1 79 4 86
e 44 71 33 22
e 70 43 10 52
e 49 85 93 27
e 32 97 68 46
e 63 2 9 3
e 100 56 24 33
e 77 34 53 40
e 24 38 72 35
e 99 40 15 28
e 18 79 46 56
e 40 57 92 2
e 39 84 88 88
e 62 99 93 88
e 63 76 46 25
e 41 55 50 76
e 57 34 77 65
e 90 78 47 77
e 78 3 38 10
e 75 39 96 46
e 16 23 45 88
e 23 43 44 77
e 65 36 86 1
e 26 12 59 76
e 35 43 68 90
e 51 15 27 64
e 10 14 75 73
e 98 84 70 81
e 99 81 62 98
e 36 38 19 55
e 15 97 5 32
e 39 8 55 15
e 2 1 88 69
e 43 79 8 91
e 84 48 15 92
e 85 52 62 98
e 39 19 64 64
e 13 84 22 99
e 98 27 87 73
e 10 34 17 18
e 55 59 62 4
e 50 93 56 7
e 51 71 68 82
e 60 66 19 64
e 47 3 86 49
e 6 19 1 32
e 37 76 39 4
e 82 56 51 19
e 65 14 19 49
e 78 23 95 61
e 52 27 37 86
e 84 70 9 65
e 56 31 85 2
e 72 30 38 97
e 21 100 97 63
e 48 83 59 66
e 73 27 2 18
e 8 19 30 35
e 14 96 76 12
e 42 59 27 100
e 46 11 94 81
e 40 28 41 27
e 4 9 33 18
e 41 37 7 44
e 7 65 62 86
e 95 36 78 5
e 68 100 97 40
e 69 38 67 87
e 33 59 93 77
e 64 16 67 5
e 52 43 6 66
e 11 58 39 4
e 59 9 80 39
e 14 38 82 18
e 7 6 25 58
e 32 92 91 99
e 5 58 3 62
e 23 24 73 80
e 31 77 54 94
e 93 5 95 63
e 82 59 36 32
e 82 88 54 27
e 78 68 10 36
e 44 2 84 16
e 59 36 29 60
e 18 26 99 45
e 59 91 17 79
e 69 63 85 49
e 92 84 27 6
e 66 81 25 39
e 70 55 90 89
e 72 12 15 74
e 28 8 99 20
e 87 63 36 58
e 40 13 67 86
e 83 42 2 9
e 4 43 45 10
e 90 12 96 62
e 36 69 23 65
e 82 55 39 51
e 41 71 31 13
e 47 57 15 27
e 41 32 90 57
e 10 27 35 27
e 50 82 44 40
e 78 45 3 12
e 77 13 44 29
e 97 86 6 73
e 60 97 48 28
e 11 97 43 7
e 91 100 78 14
e 55 72 35 57
e 61 19 34 42
e 62 79 76 7
e 98 29 24 0
e 54 12 87 67
e 27 15 100 37
e 36 76 78 21
e 34 71 0 24
e 33 29 98 92
e 87 65 73 100
e 93 40 93 14
e 52 44 76 41
e 80 15 86 52
e 84 42 42 27
e 36 12 8 47
e 48 63 61 100
e 56 18 21 66
e 45 22 52 57
e 28 96 1 43
e 44 15 64 77
e 22 51 30 83
e 67 78 1 4
e 85 74 73 34
e 13 45 42 4
e 22 37 47 48
e 93 48 22 75
e 16 29 59 20
e 44 21 15 75
e 80 36 75 100
e 74 58 47 12
e 43 99 85 80
e 72 82 86 91
e 81 53 65 95
e 16 76 81 52
e 70 84 38 67
e 18 59 4 32
e 38 96 39 58
e 77 93 71 43
e 19 7 27 31
e 20 66 55 87
e 54 64 16 36
e 30 52 63 60
e 54 13 20 13
e 85 57 4 82
e 71 75 23 77
e 31 19 80 60
e 90 85 45 64
e 28 27 77 26
e 53 10 0 55
e 79 61 12 36
e 43 57 50 25
e 5 69 37 36
e 82 87 83 26
e 85 52 71 96
e 68 41 2 98
e 99 19 77 54
e 63 44 28 37
e 55 16 44 66
e 20 21 68 85
e 74 89 41 59
e 78 96 1 33
e 15 48 49 26
e 98 79 16 78
e 96 23 48 69
e 49 6 71 31
e 51 94 35 94
e 47 51 12 78
e 58 35 24 99
e 23 31 22 46
e 25 22 16 87
e 45 25 53 18
e 82 29 32 86
e 83 100 90 19
e 34 54 28 89
e 81 84 72 54
e 82 3 88 1
e 17 30 66 90
e 59 39 86 17
e 7 32 42 43
e 28 57 91 46
e 94 78 89 29
e 64 56 12 45
e 67 97 44 15
e 27 59 6 13
e 59 57 75 5
e 15 63 42 39
e 10 55 25 69
e 32 55 55 16
e 83 70 22 69
e 75 36 68 13
e 64 18 46 58
e 34 65 72 54
e 58 69 60 8
e 26 24 49 88
e 16 38 12 33
e 4 82 40 87
e 33 28 84 72
e 21 84 83 40
e 96 73 4 25
e 33 85 46 13
e 76 82 23 34
e 75 29 53 16
e 82 12 97 100
e 75 67 11 39
e 39 97 79 74
e 20 57 49 70
e 12 66 94 78
e 18 90 2 46
e 73 74 30 73
e 4 23 38 54
e 86 87 21 66
e 70 16 65 11
e 83 7 74 6
e 98 31 76 61
e 67 82 18 8
e 16 95 57 0
e 54 88 19 7
e 65 25 9 56
e 61 100 64 35
e 94 7 71 44
e 23 74 20 86
e 93 32 8 77
e 79 21 37 61
e 27 98 76 23
e 18 60 36 62
e 6 73 64 51
e 81 69 72 18
e 82 34 62 81
e 2 7 92 74
e 15 95 71 24
e 19 69 42 20
e 58 67 3 4
e 81 31 49 6
e 78 47 86 53
